GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	sample	COV
8	8141	1570	17	0.419066	0.010576	sc3_D10	28.4704683550457
9	16808	3380	18	0.43698	0.007516	sc3_D10	29.687508081753
10	34763	45853	11	2.866231	0.013385	sc3_D10	194.725744831962
11	69810	20780	14	0.646828	0.004487	sc3_D10	43.9441427010483
12	130051	39767	14	0.664462	0.003332	sc3_D10	45.1421598128467
13	225313	62509	16	0.602861	0.002411	sc3_D10	40.9571165949784
14	366008	92034	20	0.54641	0.001801	sc3_D10	37.1219536156132
15	556676	205610	14	0.802606	0.00177	sc3_D10	54.5273745056145
16	800615	226762	21	0.615471	0.001292	sc3_D10	41.8138136449828
17	1090671	336742	20	0.67091	0.001156	sc3_D10	45.5802234590345
18	1418273	439604	22	0.673539	0.001016	sc3_D10	45.758832225447
19	1774919	572803	23	0.701274	0.000927	sc3_D10	47.6430901700838
20	2152468	723306	23	0.730207	0.000859	sc3_D10	49.6087377313666
21	2542014	890509	23	0.761239	0.000807	sc3_D10	51.7169869665558
22	2928897	1072003	23	0.79534	0.000768	sc3_D10	54.0337376487286
23	3296894	1256069	23	0.827884	0.000739	sc3_D10	56.2447090044258
24	3640966	1450208	24	0.865515	0.000719	sc3_D10	58.8012805102714
25	3947965	1631529	24	0.898012	0.000703	sc3_D10	61.0090587841804
26	4186891	1802783	24	0.935648	0.000697	sc3_D10	63.565969979578
27	4342177	1937949	24	0.96983	0.000697	sc3_D10	65.8882236324923
28	4398905	2029654	24	1.002624	0.000704	sc3_D10	68.1161794657867
29	4357284	2078736	24	1.036679	0.000719	sc3_D10	70.4298050040816
30	4224385	2084880	24	1.072453	0.000743	sc3_D10	72.8602158103351
31	3994228	2030482	24	1.104656	0.000775	sc3_D10	75.0480203385897
32	3689416	1927048	24	1.134999	0.000818	sc3_D10	77.1094603535208
33	3323630	1781385	24	1.164678	0.000873	sc3_D10	79.1257895959538
34	2921606	1609006	24	1.196732	0.000943	sc3_D10	81.3034713755604
35	2506143	1411459	24	1.223836	0.00103	sc3_D10	83.1448604987419
36	2088773	1203391	24	1.251919	0.001141	sc3_D10	85.0527608361941
37	1692915	995022	24	1.277198	0.00128	sc3_D10	86.7701632729158
38	1339228	801031	24	1.299737	0.001452	sc3_D10	88.3014158351718
39	1030095	627660	24	1.324061	0.001671	sc3_D10	89.953937567472
40	762712	471111	24	1.342219	0.001956	sc3_D10	91.1875541443141
41	551367	345944	24	1.363408	0.002318	sc3_D10	92.6270905275451
42	391418	248126	24	1.377502	0.002765	sc3_D10	93.5846074365666
43	267733	169010	24	1.371738	0.003337	sc3_D10	93.1930133210848
44	178016	112923	24	1.378428	0.004102	sc3_D10	93.6475179415867
45	115350	73548	24	1.385524	0.005109	sc3_D10	94.1296053537066
46	74972	47387	24	1.373475	0.006309	sc3_D10	93.3110214714304
47	47573	29903	24	1.365888	0.007899	sc3_D10	92.7955765453096
48	29860	18680	23	1.359402	0.009946	sc3_D10	92.354931258527
49	19161	11605	23	1.316096	0.012217	sc3_D10	89.4128121112242
50	11935	6795	22	1.237165	0.015008	sc3_D10	84.0504049063159
51	7172	3936	22	1.192547	0.019009	sc3_D10	81.0191512205828
52	4961	2403	22	1.052556	0.021472	sc3_D10	71.5084552073266
53	3691	1638	21	0.964341	0.023827	sc3_D10	65.5153124423675
54	2984	1153	19	0.839636	0.024727	sc3_D10	57.0431153273164
55	1836	938	19	1.110174	0.036248	sc3_D10	75.4229017281157
56	1510	523	19	0.752637	0.032911	sc3_D10	51.1325850613902
57	1275	395	18	0.673205	0.033873	sc3_D10	45.7361409633771
58	922	260	18	0.612778	0.038003	sc3_D10	41.6308568523054
59	641	195	15	0.661055	0.047339	sc3_D10	44.9106953521516
60	530	125	14	0.512501	0.04584	sc3_D10	34.8182470122351
61	470	140	14	0.647278	0.054705	sc3_D10	43.9747147607234
62	415	126	16	0.659756	0.058776	sc3_D10	44.8224440065564
63	354	141	15	0.865519	0.07289	sc3_D10	58.801552261913
64	323	132	16	0.888039	0.077294	sc3_D10	60.3315140038716
65	249	78	15	0.6807	0.077074	sc3_D10	46.245335601742
66	158	41	18	0.563881	0.088063	sc3_D10	38.3088968480181
67	90	28	15	0.676046	0.127761	sc3_D10	45.929152566792
68	21	2	25	0.206953	0.146338	sc3_D10	14.0599543687194
69	5	0	0	0	0	sc3_D10	0
70	3	0	0	0	0	sc3_D10	0
71	5	0	0	0	0	sc3_D10	0
72	4	0	0	0	0	sc3_D10	0
73	5	0	0	0	0	sc3_D10	0
74	5	0	0	0	0	sc3_D10	0
75	4	0	0	0	0	sc3_D10	0
76	9	0	0	0	0	sc3_D10	0
77	9	0	0	0	0	sc3_D10	0
78	3	0	0	0	0	sc3_D10	0
79	9	0	0	0	0	sc3_D10	0
80	3	0	0	0	0	sc3_D10	0
81	1	0	0	0	0	sc3_D10	0
82	3	0	0	0	0	sc3_D10	0
83	1	0	0	0	0	sc3_D10	0
84	2	0	0	0	0	sc3_D10	0
85	1	0	0	0	0	sc3_D10	0
86	5	0	0	0	0	sc3_D10	0
87	2	0	0	0	0	sc3_D10	0
88	0	0	0	0	0	sc3_D10	0
89	0	0	0	0	0	sc3_D10	0
90	0	0	0	0	0	sc3_D10	0
91	0	0	0	0	0	sc3_D10	0
92	0	0	0	0	0	sc3_D10	0
93	0	0	0	0	0	sc3_D10	0
94	0	0	0	0	0	sc3_D10	0
95	0	0	0	0	0	sc3_D10	0
96	0	0	0	0	0	sc3_D10	0
97	0	0	0	0	0	sc3_D10	0
98	0	0	0	0	0	sc3_D10	0
99	0	0	0	0	0	sc3_D10	0
100	0	0	0	0	0	sc3_D10	0
0	134	1211	19	22.30783	0.64104	sc3_D14	1329.99020218931
1	128	20	14	0.38569	0.086243	sc3_D14	22.9947924599747
2	284	48	16	0.417197	0.060217	sc3_D14	24.8732360961499
3	334	41	17	0.303009	0.047322	sc3_D14	18.0653609595905
4	586	121	15	0.50969	0.046335	sc3_D14	30.3876578830783
5	881	189	14	0.529546	0.038519	sc3_D14	31.571470268894
6	1734	434	14	0.617815	0.029656	sc3_D14	36.8340576723774
7	3729	718	15	0.475281	0.017737	sc3_D14	28.3361973480495
8	8141	1511	17	0.458147	0.011786	sc3_D14	27.3146702822474
9	16808	3263	18	0.479202	0.008389	sc3_D14	28.5699669071139
10	34763	40699	11	2.889911	0.014325	sc3_D14	172.296154094734
11	69810	20583	15	0.727795	0.005073	sc3_D14	43.3910523436108
12	130051	39392	14	0.747674	0.003767	sc3_D14	44.5762359867227
13	225313	64542	16	0.707089	0.002783	sc3_D14	42.1565630577174
14	366008	96731	20	0.652369	0.002098	sc3_D14	38.8941630903607
15	556676	200388	14	0.888561	0.001985	sc3_D14	52.9759023646647
16	800615	229779	21	0.708442	0.001478	sc3_D14	42.2372287586646
17	1090671	332595	20	0.752731	0.001305	sc3_D14	44.877733732244
18	1418273	426099	22	0.741598	0.001136	sc3_D14	44.2139855809906
19	1774919	545596	22	0.758771	0.001027	sc3_D14	45.2378378222081
20	2152468	674301	23	0.773277	0.000942	sc3_D14	46.1026838369463
21	2542014	814859	23	0.791266	0.000877	sc3_D14	47.1751859022383
22	2928897	966476	23	0.814526	0.000829	sc3_D14	48.5619443678947
23	3296894	1121422	23	0.839619	0.000793	sc3_D14	50.0579860780717
24	3640966	1274178	23	0.863836	0.000765	sc3_D14	51.5018007712273
25	3947965	1424578	23	0.890699	0.000746	sc3_D14	53.1033696733308
26	4186891	1564347	23	0.922273	0.000737	sc3_D14	54.9858078416298
27	4342177	1675677	23	0.952578	0.000736	sc3_D14	56.7925883791069
28	4398905	1755995	24	0.985364	0.000744	sc3_D14	58.7472858449285
29	4357284	1795395	24	1.017096	0.000759	sc3_D14	60.6391439546537
30	4224385	1799469	24	1.051475	0.000784	sc3_D14	62.6888158932092
31	3994228	1752832	24	1.083242	0.000818	sc3_D14	64.5827606988199
32	3689416	1669761	24	1.117158	0.000865	sc3_D14	66.6048286318037
33	3323630	1548784	24	1.15026	0.000924	sc3_D14	68.5783659804777
34	2921606	1400069	24	1.182894	0.001	sc3_D14	70.5240012241677
35	2506143	1236019	24	1.217411	0.001095	sc3_D14	72.5819007065006
36	2088773	1051385	24	1.242477	0.001212	sc3_D14	74.0763326798515
37	1692915	871808	24	1.27117	0.001361	sc3_D14	75.7870059668282
38	1339228	704547	24	1.298594	0.001547	sc3_D14	77.422021622983
39	1030095	548624	24	1.314666	0.001775	sc3_D14	78.3802323736292
40	762712	410882	24	1.329764	0.002075	sc3_D14	79.2803733587745
41	551367	301639	24	1.350407	0.002459	sc3_D14	80.5111065920739
42	391418	215365	24	1.358164	0.002927	sc3_D14	80.973578020195
43	267733	147939	24	1.363951	0.003546	sc3_D14	81.3185982799007
44	178016	97723	24	1.355051	0.004335	sc3_D14	80.7879813261456
45	115350	63359	24	1.355841	0.005386	sc3_D14	80.8350810332767
46	74972	41222	23	1.357213	0.006685	sc3_D14	80.9168795119904
47	47573	25523	23	1.324308	0.008289	sc3_D14	78.9550872801579
48	29860	15922	23	1.316212	0.010431	sc3_D14	78.4724047118882
49	19161	9594	23	1.235946	0.012618	sc3_D14	73.6869552276072
50	11935	5736	22	1.186328	0.015664	sc3_D14	70.7287359004818
51	7172	3165	22	1.08931	0.019363	sc3_D14	64.9445341454925
52	4961	2057	21	1.023489	0.022567	sc3_D14	61.0202938631206
53	3691	1389	21	0.928915	0.024924	sc3_D14	55.3818031008254
54	2984	981	21	0.811499	0.025909	sc3_D14	48.3814749837356
55	1836	832	18	1.118584	0.03878	sc3_D14	66.6898465841694
56	1510	418	19	0.683309	0.033422	sc3_D14	40.7388022531899
57	1275	280	19	0.542083	0.032396	sc3_D14	32.3189247350993
58	922	193	18	0.516707	0.037193	sc3_D14	30.8060105981906
59	641	136	16	0.52372	0.044909	sc3_D14	31.224124833773
60	530	95	15	0.442452	0.045395	sc3_D14	26.3789362272828
61	470	81	15	0.425407	0.047267	sc3_D14	25.3627153310183
62	415	98	17	0.582903	0.058882	sc3_D14	34.752608336479
63	354	90	17	0.627563	0.066151	sc3_D14	37.4152322864453
64	323	74	15	0.565519	0.06574	sc3_D14	33.7161763000659
65	249	67	14	0.664192	0.081144	sc3_D14	39.5990489605006
66	158	20	20	0.312457	0.069868	sc3_D14	18.628649608925
67	90	30	15	0.822805	0.150223	sc3_D14	49.0555373746518
68	21	2	0	0.235087	0.166232	sc3_D14	14.015859304203
69	5	0	0	0	0	sc3_D14	0
70	3	0	0	0	0	sc3_D14	0
71	5	0	0	0	0	sc3_D14	0
72	4	0	0	0	0	sc3_D14	0
73	5	0	0	0	0	sc3_D14	0
74	5	0	0	0	0	sc3_D14	0
75	4	0	0	0	0	sc3_D14	0
76	9	0	0	0	0	sc3_D14	0
77	9	0	0	0	0	sc3_D14	0
78	3	0	0	0	0	sc3_D14	0
79	9	0	0	0	0	sc3_D14	0
80	3	0	0	0	0	sc3_D14	0
81	1	0	0	0	0	sc3_D14	0
82	3	0	0	0	0	sc3_D14	0
83	1	0	0	0	0	sc3_D14	0
84	2	0	0	0	0	sc3_D14	0
85	1	0	0	0	0	sc3_D14	0
86	5	0	0	0	0	sc3_D14	0
87	2	0	0	0	0	sc3_D14	0
88	0	0	0	0	0	sc3_D14	0
89	0	0	0	0	0	sc3_D14	0
90	0	0	0	0	0	sc3_D14	0
91	0	0	0	0	0	sc3_D14	0
92	0	0	0	0	0	sc3_D14	0
93	0	0	0	0	0	sc3_D14	0
94	0	0	0	0	0	sc3_D14	0
95	0	0	0	0	0	sc3_D14	0
96	0	0	0	0	0	sc3_D14	0
97	0	0	0	0	0	sc3_D14	0
98	0	0	0	0	0	sc3_D14	0
99	0	0	0	0	0	sc3_D14	0
100	0	0	0	0	0	sc3_D14	0
0	134	2199	19	30.345953	0.647125	sc4_D5	2425.84004289048
1	128	65	15	0.939039	0.116473	sc4_D5	75.066299879784
2	284	97	18	0.631588	0.064128	sc4_D5	50.4888233699272
3	334	151	17	0.836009	0.068033	sc4_D5	66.8301341011378
4	586	244	16	0.769968	0.049292	sc4_D5	61.5508501625998
5	881	387	16	0.812298	0.041291	sc4_D5	64.9346888252232
6	1734	757	17	0.807285	0.029341	sc4_D5	64.5339521558225
7	3729	1664	18	0.825166	0.020229	sc4_D5	65.9633501980236
8	8141	3812	19	0.865876	0.014024	sc4_D5	69.2176868848981
9	16808	7873	20	0.866173	0.009762	sc4_D5	69.2414289137854
10	34763	25758	14	1.370172	0.008537	sc4_D5	109.530852540612
11	69810	34883	19	0.92401	0.004947	sc4_D5	73.864889266494
12	130051	65099	20	0.925638	0.003628	sc4_D5	73.9950307581725
13	225313	112159	21	0.920509	0.002749	sc4_D5	73.5850211077922
14	366008	176548	22	0.891975	0.002123	sc4_D5	71.3040276658055
15	556676	280095	19	0.930429	0.001758	sc4_D5	74.3780208605261
16	800615	383784	22	0.886428	0.001431	sc4_D5	70.8606033081024
17	1090671	523623	22	0.88778	0.001227	sc4_D5	70.9686815002089
18	1418273	673646	22	0.878319	0.00107	sc4_D5	70.2123739739372
19	1774919	840833	23	0.876015	0.000955	sc4_D5	70.0281933862055
20	2152468	1024132	23	0.879832	0.000869	sc4_D5	70.3333224241273
21	2542014	1214557	23	0.883528	0.000802	sc4_D5	70.6287787836137
22	2928897	1411696	23	0.891287	0.00075	sc4_D5	71.2490292958578
23	3296894	1607510	23	0.901631	0.000711	sc4_D5	72.0759233928618
24	3640966	1804795	23	0.916625	0.000682	sc4_D5	73.2745361239597
25	3947965	1989343	23	0.931787	0.000661	sc4_D5	74.4865786895798
26	4186891	2147875	24	0.948632	0.000647	sc4_D5	75.8331594188945
27	4342177	2269419	24	0.966468	0.000642	sc4_D5	77.2589601839914
28	4398905	2342098	24	0.984557	0.000643	sc4_D5	78.7049856403627
29	4357284	2362798	24	1.002746	0.000652	sc4_D5	80.1590050458542
30	4224385	2342194	24	1.025273	0.00067	sc4_D5	81.9598019641845
31	3994228	2256457	24	1.044659	0.000695	sc4_D5	83.509508940646
32	3689416	2120528	24	1.062837	0.00073	sc4_D5	84.9626490117343
33	3323630	1943526	24	1.081329	0.000776	sc4_D5	86.4408900830604
34	2921606	1740155	24	1.101404	0.000835	sc4_D5	88.0456753689609
35	2506143	1517875	24	1.119981	0.000909	sc4_D5	89.5307112970392
36	2088773	1286304	24	1.138761	0.001004	sc4_D5	91.0319749418317
37	1692915	1059930	24	1.15777	0.001125	sc4_D5	92.5515447301098
38	1339228	850241	24	1.173999	0.001273	sc4_D5	93.8488827328434
39	1030095	662233	24	1.188814	0.001461	sc4_D5	95.033186295016
40	762712	494906	24	1.199893	0.001706	sc4_D5	95.9188359180542
41	551367	363479	24	1.219043	0.002022	sc4_D5	97.4496771745918
42	391418	259885	24	1.227781	0.002408	sc4_D5	98.1481884487237
43	267733	177789	24	1.227958	0.002912	sc4_D5	98.1623377386667
44	178016	117911	24	1.22483	0.003567	sc4_D5	97.9122870101837
45	115350	77060	24	1.235355	0.00445	sc4_D5	98.7536501550953
46	74972	49555	24	1.222274	0.005491	sc4_D5	97.7079616706688
47	47573	30904	24	1.201253	0.006833	sc4_D5	96.0275536260903
48	29860	19448	23	1.204385	0.008636	sc4_D5	96.2779241125381
49	19161	12134	23	1.171025	0.010631	sc4_D5	93.6111426860057
50	11935	7112	23	1.101919	0.013066	sc4_D5	88.0868442069304
51	7172	4144	23	1.068464	0.016598	sc4_D5	85.4124685287337
52	4961	2677	22	0.997837	0.019286	sc4_D5	79.7665820835386
53	3691	1747	22	0.875244	0.02094	sc4_D5	69.9665600384879
54	2984	1284	21	0.795695	0.022206	sc4_D5	63.6074534527796
55	1836	810	19	0.815817	0.028665	sc4_D5	65.2159958947666
56	1510	468	19	0.573125	0.026493	sc4_D5	45.8153208957255
57	1275	376	19	0.545328	0.028123	sc4_D5	43.5932428587554
58	922	244	18	0.489372	0.031329	sc4_D5	39.1201486889998
59	641	192	17	0.55389	0.039974	sc4_D5	44.2776847824356
60	530	132	14	0.460552	0.040086	sc4_D5	36.816292552529
61	470	131	15	0.515411	0.045032	sc4_D5	41.201693100435
62	415	138	16	0.61491	0.052345	sc4_D5	49.1555925356433
63	354	150	16	0.783553	0.063977	sc4_D5	62.6368281505927
64	323	127	15	0.727079	0.064518	sc4_D5	58.1223253243939
65	249	85	16	0.631248	0.068468	sc4_D5	50.4616439429181
66	158	40	18	0.468148	0.074021	sc4_D5	37.4235129277071
67	90	32	15	0.657488	0.116229	sc4_D5	52.5592561920851
68	21	3	14	0.264169	0.152518	sc4_D5	21.1175354516081
69	5	0	0	0	0	sc4_D5	0
70	3	0	0	0	0	sc4_D5	0
71	5	0	0	0	0	sc4_D5	0
72	4	0	0	0	0	sc4_D5	0
73	5	0	0	0	0	sc4_D5	0
74	5	0	0	0	0	sc4_D5	0
75	4	0	0	0	0	sc4_D5	0
76	9	0	0	0	0	sc4_D5	0
77	9	0	0	0	0	sc4_D5	0
78	3	0	0	0	0	sc4_D5	0
79	9	0	0	0	0	sc4_D5	0
80	3	0	0	0	0	sc4_D5	0
81	1	0	0	0	0	sc4_D5	0
82	3	0	0	0	0	sc4_D5	0
83	1	0	0	0	0	sc4_D5	0
84	2	0	0	0	0	sc4_D5	0
85	1	0	0	0	0	sc4_D5	0
86	5	0	0	0	0	sc4_D5	0
87	2	0	0	0	0	sc4_D5	0
88	0	0	0	0	0	sc4_D5	0
89	0	0	0	0	0	sc4_D5	0
90	0	0	0	0	0	sc4_D5	0
91	0	0	0	0	0	sc4_D5	0
92	0	0	0	0	0	sc4_D5	0
93	0	0	0	0	0	sc4_D5	0
94	0	0	0	0	0	sc4_D5	0
95	0	0	0	0	0	sc4_D5	0
96	0	0	0	0	0	sc4_D5	0
97	0	0	0	0	0	sc4_D5	0
98	0	0	0	0	0	sc4_D5	0
99	0	0	0	0	0	sc4_D5	0
100	0	0	0	0	0	sc4_D5	0
0	134	1186	19	23.970918	0.696053	sc4_D10	1310.55481501995
1	128	21	15	0.444339	0.096963	sc4_D10	24.2932129654422
2	284	53	18	0.505431	0.069426	sc4_D10	27.6332775703605
3	334	54	18	0.437877	0.059588	sc4_D10	23.9399179762949
4	586	103	16	0.476041	0.046906	sc4_D10	26.0264469094139
5	881	137	17	0.421162	0.035982	sc4_D10	23.0260637912755
6	1734	374	17	0.584154	0.030206	sc4_D10	31.9372765537459
7	3729	755	18	0.548352	0.019957	sc4_D10	29.9798845386656
8	8141	1766	19	0.587513	0.01398	sc4_D10	32.1209221539541
9	16808	3932	20	0.633581	0.010104	sc4_D10	34.6395841100102
10	34763	12435	14	0.968798	0.008688	sc4_D10	52.9668026765475
11	69810	17599	19	0.682771	0.005147	sc4_D10	37.3289342363104
12	130051	33774	19	0.703353	0.003827	sc4_D10	38.4542077532754
13	225313	58827	20	0.707123	0.002915	sc4_D10	38.6603238332947
14	366008	95243	21	0.70477	0.002284	sc4_D10	38.5316789695585
15	556676	155225	19	0.755203	0.001917	sc4_D10	41.2889872622948
16	800615	221815	21	0.750364	0.001593	sc4_D10	41.0244260656864
17	1090671	311205	21	0.772783	0.001385	sc4_D10	42.2501333330482
18	1418273	411095	22	0.785032	0.001224	sc4_D10	42.9198192386601
19	1774919	527377	22	0.804725	0.001108	sc4_D10	43.9964887250848
20	2152468	650663	22	0.818699	0.001015	sc4_D10	44.7604850386631
21	2542014	786192	22	0.837636	0.000945	sc4_D10	45.7958219636834
22	2928897	927918	22	0.858045	0.000891	sc4_D10	46.9116371035016
23	3296894	1072449	22	0.881001	0.000851	sc4_D10	48.1667036109086
24	3640966	1217204	22	0.905423	0.000821	sc4_D10	49.5019202969119
25	3947965	1349414	22	0.925714	0.000797	sc4_D10	50.6112840580983
26	4186891	1471556	23	0.951897	0.000785	sc4_D10	52.0427793692777
27	4342177	1565850	23	0.976669	0.00078	sc4_D10	53.3971315003757
28	4398905	1626886	23	1.001653	0.000785	sc4_D10	54.7630742439309
29	4357284	1651158	23	1.026308	0.000799	sc4_D10	56.1110296690973
30	4224385	1640008	23	1.051447	0.000821	sc4_D10	57.4854466811944
31	3994228	1581399	23	1.072293	0.000853	sc4_D10	58.6251537910309
32	3689416	1491423	23	1.094833	0.000896	sc4_D10	59.8574764551253
33	3323630	1370519	23	1.116805	0.000954	sc4_D10	61.0587450254662
34	2921606	1227905	23	1.138277	0.001027	sc4_D10	62.2326772456719
35	2506143	1075720	23	1.162514	0.001121	sc4_D10	63.5577794821252
36	2088773	911003	23	1.181227	0.001238	sc4_D10	64.5808697222849
37	1692915	747777	23	1.196304	0.001383	sc4_D10	65.4051700242615
38	1339228	601975	23	1.217387	0.001569	sc4_D10	66.557834564062
39	1030095	467845	23	1.230069	0.001798	sc4_D10	67.251193748891
40	762712	349568	23	1.241297	0.002099	sc4_D10	67.8650588275269
41	551367	255927	23	1.25713	0.002485	sc4_D10	68.7306916909078
42	391418	183070	23	1.266722	0.002961	sc4_D10	69.2551122319014
43	267733	124872	23	1.263188	0.003575	sc4_D10	69.0618989091458
44	178016	83019	23	1.263058	0.004384	sc4_D10	69.0547914581107
45	115350	53750	23	1.262018	0.005443	sc4_D10	68.9979318498295
46	74972	34761	23	1.255735	0.006735	sc4_D10	68.6544232740306
47	47573	22065	23	1.256169	0.008457	sc4_D10	68.678151225948
48	29860	13372	23	1.212862	0.010488	sc4_D10	66.3104405953385
49	19161	8466	22	1.196644	0.013005	sc4_D10	65.4237587423534
50	11935	4928	23	1.118286	0.01593	sc4_D10	61.1397152945666
51	7172	2738	21	1.033946	0.01976	sc4_D10	56.5286197537625
52	4961	1814	22	0.990314	0.023252	sc4_D10	54.1431404955651
53	3691	1157	21	0.848973	0.024959	sc4_D10	46.4156463666487
54	2984	892	20	0.809601	0.027107	sc4_D10	44.2630728116032
55	1836	521	18	0.768546	0.033671	sc4_D10	42.0184851020025
56	1510	352	18	0.63135	0.033651	sc4_D10	34.5176093157069
57	1275	286	17	0.60752	0.035923	sc4_D10	33.2147588682637
58	922	183	17	0.537558	0.039737	sc4_D10	29.3897474119471
59	641	142	15	0.599978	0.050349	sc4_D10	32.8024173628244
60	530	113	15	0.577441	0.054321	sc4_D10	31.5702587168308
61	470	98	14	0.56472	0.057045	sc4_D10	30.8747672966913
62	415	81	17	0.528618	0.058735	sc4_D10	28.9009734715299
63	354	111	15	0.849228	0.080605	sc4_D10	46.4295879052177
64	323	92	15	0.771419	0.080426	sc4_D10	42.1755597698793
65	249	52	14	0.565599	0.078434	sc4_D10	30.9228246002289
66	158	23	16	0.394253	0.082208	sc4_D10	21.5548760996997
67	90	13	17	0.391206	0.108501	sc4_D10	21.3882883819758
68	21	0	0	0	0	sc4_D10	0
69	5	0	0	0	0	sc4_D10	0
70	3	0	0	0	0	sc4_D10	0
71	5	0	0	0	0	sc4_D10	0
72	4	0	0	0	0	sc4_D10	0
73	5	0	0	0	0	sc4_D10	0
74	5	0	0	0	0	sc4_D10	0
75	4	0	0	0	0	sc4_D10	0
76	9	0	0	0	0	sc4_D10	0
77	9	0	0	0	0	sc4_D10	0
78	3	0	0	0	0	sc4_D10	0
79	9	0	0	0	0	sc4_D10	0
80	3	0	0	0	0	sc4_D10	0
81	1	0	0	0	0	sc4_D10	0
82	3	0	0	0	0	sc4_D10	0
83	1	0	0	0	0	sc4_D10	0
84	2	0	0	0	0	sc4_D10	0
85	1	0	0	0	0	sc4_D10	0
86	5	0	0	0	0	sc4_D10	0
87	2	0	0	0	0	sc4_D10	0
88	0	0	0	0	0	sc4_D10	0
89	0	0	0	0	0	sc4_D10	0
90	0	0	0	0	0	sc4_D10	0
91	0	0	0	0	0	sc4_D10	0
92	0	0	0	0	0	sc4_D10	0
93	0	0	0	0	0	sc4_D10	0
94	0	0	0	0	0	sc4_D10	0
95	0	0	0	0	0	sc4_D10	0
96	0	0	0	0	0	sc4_D10	0
97	0	0	0	0	0	sc4_D10	0
98	0	0	0	0	0	sc4_D10	0
99	0	0	0	0	0	sc4_D10	0
100	0	0	0	0	0	sc4_D10	0
0	134	1566	19	23.709218	0.59913	sc4_D14	1709.08174811936
1	128	62	15	0.98268	0.1248	sc4_D14	70.836602550195
2	284	102	17	0.728638	0.072146	sc4_D14	52.5239553150252
3	334	144	16	0.874674	0.07289	sc4_D14	63.050977428043
4	586	209	15	0.723567	0.05005	sc4_D14	52.1584116878709
5	881	331	16	0.762224	0.041896	sc4_D14	54.9450060469531
6	1734	675	15	0.789741	0.030397	sc4_D14	56.9285722051874
7	3729	1368	17	0.744259	0.020122	sc4_D14	53.6499969241315
8	8141	2983	19	0.743371	0.013611	sc4_D14	53.5859853404374
9	16808	6367	19	0.768509	0.009631	sc4_D14	55.3980610058695
10	34763	42198	11	2.462662	0.011988	sc4_D14	177.521277841686
11	69810	31235	16	0.907725	0.005136	sc4_D14	65.4334626224974
12	130051	57858	16	0.902568	0.003752	sc4_D14	65.0617196753006
13	225313	93001	18	0.837397	0.002746	sc4_D14	60.3638605301071
14	366008	139241	21	0.771804	0.002068	sc4_D14	55.6355814656355
15	556676	253150	16	0.922584	0.001834	sc4_D14	66.5045753726229
16	800615	303919	21	0.770131	0.001397	sc4_D14	55.5149830652748
17	1090671	421434	20	0.78391	0.001208	sc4_D14	56.5082438892858
18	1418273	535001	22	0.765288	0.001046	sc4_D14	55.1658748447446
19	1774919	669944	22	0.765756	0.000936	sc4_D14	55.1996106793942
20	2152468	816067	23	0.769165	0.000851	sc4_D14	55.4453488424724
21	2542014	974339	23	0.777611	0.000788	sc4_D14	56.0541797387346
22	2928897	1143969	23	0.792393	0.000741	sc4_D14	57.1197419348686
23	3296894	1315450	23	0.809468	0.000706	sc4_D14	58.3505953037624
24	3640966	1495215	23	0.833139	0.000681	sc4_D14	60.0569221028889
25	3947965	1670793	23	0.858578	0.000664	sc4_D14	61.8906953884696
26	4186891	1836459	23	0.889856	0.000657	sc4_D14	64.1453736708861
27	4342177	1973169	23	0.921907	0.000656	sc4_D14	66.4557737485678
28	4398905	2077046	24	0.957926	0.000665	sc4_D14	69.0522075696036
29	4357284	2135175	24	0.994141	0.00068	sc4_D14	71.6627700735269
30	4224385	2153982	24	1.034448	0.000705	sc4_D14	74.568304875284
31	3994228	2114790	24	1.074149	0.000739	sc4_D14	77.4301560962769
32	3689416	2027353	24	1.114813	0.000783	sc4_D14	80.3614252847219
33	3323630	1894374	24	1.156334	0.00084	sc4_D14	83.3544714182411
34	2921606	1732627	24	1.203133	0.000914	sc4_D14	86.7279827980866
35	2506143	1541793	24	1.248103	0.001005	sc4_D14	89.9696504993549
36	2088773	1325182	24	1.287107	0.001118	sc4_D14	92.7812583939572
37	1692915	1105884	24	1.325271	0.00126	sc4_D14	95.5323147904704
38	1339228	902410	24	1.367035	0.001439	sc4_D14	98.5428776073654
39	1030095	710033	24	1.3984	0.00166	sc4_D14	100.803827294941
40	762712	535580	24	1.424604	0.001947	sc4_D14	102.692745694853
41	551367	397200	24	1.4615	0.002319	sc4_D14	105.352398163298
42	391418	286864	24	1.486844	0.002776	sc4_D14	107.179323362786
43	267733	196715	24	1.490616	0.003361	sc4_D14	107.451228423252
44	178016	130447	24	1.486638	0.004116	sc4_D14	107.16447382873
45	115350	85764	24	1.508404	0.005151	sc4_D14	108.733478480405
46	74972	54872	23	1.484848	0.006339	sc4_D14	107.035441469707
47	47573	34275	23	1.461663	0.007895	sc4_D14	105.364148037332
48	29860	21652	23	1.471087	0.009997	sc4_D14	106.043478177798
49	19161	12685	23	1.343082	0.011925	sc4_D14	96.816222805309
50	11935	7694	22	1.307856	0.01491	sc4_D14	94.2769524818739
51	7172	4455	22	1.260195	0.018881	sc4_D14	90.8413037313703
52	4961	2750	22	1.124589	0.021445	sc4_D14	81.0661293862918
